JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Montant	Sens	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
ANO	ANO - A nouveaux	2024010000000004	20240101	512000	BNP			ANO	20240101	A-Nouveaux 2024	20768,22	D			19000101		
ANO	ANO - A nouveaux	2024010000000004	20240101	517100	Spendesk			ANO	20240101	A-Nouveaux 2024	1523,71	D			19000101		
ANO	ANO - A nouveaux	2024010000000004	20240101	890000	Compte de bilan			ANO	20240101	A-Nouveaux 2024	1010147,10	D			19000101		
ANO	ANO - A nouveaux	2024010000000004	20240101	890000	Compte de bilan			ANO	20240101	A-Nouveaux 2024	1010147,10	C			19000101		
ACP	ACP - Achats par pièces	2024010000000001	20240101	401000	Fournisseurs	ABCLIV	ABC LIV.FR	452513869	20240101	FF ABC LIV.FR REEXPEDITION 1T2024	212,58	C	AAAY	20240112	19000101		
ACP	ACP - Achats par pièces	2024010000000001	20240101	445660	TVA déductible s/aut.biens et sces			452513869	20240101	FF ABC LIV.FR REEXPEDITION 1T2024	35,43	D	AABP	20240131	19000101		
ACP	ACP - Achats par pièces	2024010000000001	20240101	626000	Frais postaux			452513869	20240101	FF ABC LIV.FR REEXPEDITION 1T2024	177,15	D			19000101		
ACP	ACP - Achats par pièces	2024010000000043	20240101	401000	Fournisseurs	CIAMT0	CIAMT	2342773	20231215	FF CIAMT DECLARATION EFFECTIF ARC	138,00	C	AAAL	20240305	19000101		
ACP	ACP - Achats par pièces	2024010000000043	20240101	445660	TVA déductible s/aut.biens et sces			2342773	20231215	FF CIAMT DECLARATION EFFECTIF ARC	23,00	D	AABR	20240331	19000101		
ACP	ACP - Achats par pièces	2024010000000043	20240101	647500	Médecine du travail et pharmacie			2342773	20231215	FF CIAMT DECLARATION EFFECTIF ARC	115,00	D			19000101		
ODV	ODV - Opérations diverses	2024010000000068	20240101	401000	Fournisseurs	XELYA0	XELYA	1T2024 CC ARCHITEK	20240101	FF XELYA 1T2024	442,91	C	AABM	20240131	19000101		
ODV	ODV - Opérations diverses	2024010000000068	20240101	455100	CC Verona			1T2024 CC ARCHITEK	20240101	FF XELYA 1T2024	442,91	D			19000101		
SI2	SI2 - Situation trimestrielle	2024010000000010	20240101	418100	Clients - factures à établir			NS	20240101	FAE EVOLIZ 12/2023	-20016,00	D	AAAD	20240101	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000010	20240101	445870	TVA sur factures à établir			NS	20240101	TVA SUR FAE 12/23	-3336,00	C	AAAH	20240101	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000010	20240101	706000	Prestations de services			FAE 12/23	20240101	FRANCHISES KC 12/2022	-16680,00	C			19000101		
SI2	SI2 - Situation trimestrielle	2024010000000062	20240101	408100	Fournisseurs - fact. non parvenues			FNP 12/23	20240101	FNP Autres 12/23	2583,60	D	AACF	20240101	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000062	20240101	445860	TVA sur factures non parvenues			FNP 12/23	20240101	TVA Sur FNP Autres 12/23	430,60	C	AAAZ	20240101	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000062	20240101	611000	Sous-traitance générale			FNP 12/23	20240101	GDLP 02/23 - 12/23	153,00	C			19000101		
SI2	SI2 - Situation trimestrielle	2024010000000062	20240101	622621	Honoraires commissaire aux comptes			FNP 12/23	20240101	AZUR ECCA Janvier à décembre 2023	2000,00	C			19000101		
ACP	ACP - Achats par pièces	2024010000000005	20240103	401000	Fournisseurs	LVPRO0	LEGAL VISION PRO	F107500	20240103	FF LEGAL VISION PRO Frais juridique	93,01	C	AAAM	20240305	19000101		
ACP	ACP - Achats par pièces	2024010000000005	20240103	445660	TVA déductible s/aut.biens et sces			F107500	20240103	FF LEGAL VISION PRO Frais juridique	8,00	D	AABR	20240331	19000101		
ACP	ACP - Achats par pièces	2024010000000005	20240103	622700	Frais d'actes et contentieux			F107500	20240103	FF LEGAL VISION PRO Frais juridique	40,00	D			19000101		
ACP	ACP - Achats par pièces	2024010000000005	20240103	622700	Frais d'actes et contentieux			F107500	20240103	FF LEGAL VISION PRO Frais juridique	45,01	D			19000101		
B2N	B2N - BNP	2024010000000014	20240103	512000	BNP			NS	20240103	FACTURE NUMERO 2024010100778607	0,60	C			19000101		
B2N	B2N - BNP	2024010000000014	20240103	627800	Prestations de services bancaires			NS	20240103	FACTURE NUMERO 2024010100778607	0,60	D			19000101		
B2N	B2N - BNP	2024010000000015	20240104	511102	Viremets émis à débiter			NS	20240104	F98733 ARCH IN STUDIO LEGAL VISION	75,37	D	AAIY	20240117	19000101		
B2N	B2N - BNP	2024010000000015	20240104	512000	BNP			NS	20240104	F98733 ARCH IN STUDIO LEGAL VISION	75,37	C			19000101		
BNV	BNV - BNP VIREMENT	2024010000000002	20240104	401000	Fournisseurs	LVPRO0	LEGAL VISION PRO	F98733	20231003	FF LEGAL VISION PRO Frais juridique	75,37	D	AAAK	20240104	19000101		
BNV	BNV - BNP VIREMENT	2024010000000002	20240104	511102	Viremets émis à débiter			F98733	20231003	FF LEGAL VISION PRO Frais juridique	75,37	C	AAIY	20240117	19000101		
BNV	BNV - BNP VIREMENT	2024010000000003	20240104	471009	Compte d'attente informatique			F98733	20231003	DETRUITE LE 04/01/2024 PAR CLT70USE	1,00	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000003	20240104	471009	Compte d'attente informatique			F98733	20231003	DETRUITE LE 04/01/2024 PAR CLT70USE	-1,00	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000004	20240104	471009	Compte d'attente informatique			F98733	20231003	DETRUITE LE 04/01/2024 PAR CLT70USE	1,00	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000004	20240104	471009	Compte d'attente informatique			F98733	20231003	DETRUITE LE 04/01/2024 PAR CLT70USE	-1,00	D			19000101		
B2N	B2N - BNP	2024010000000016	20240111	511054	Virements reçus			NS	20240111	KC JALLES KC JALLES KC JALLES F2023	1296,00	C	AACR	20240111	19000101		
B2N	B2N - BNP	2024010000000016	20240111	512000	BNP			NS	20240111	KC JALLES KC JALLES KC JALLES F2023	1296,00	D			19000101		
B2N	B2N - BNP	2024010000000017	20240111	511054	Virements reçus			NS	20240111	KC DREZAC KC DREZAC KC DREZAC F2023	1296,00	C	AACS	20240111	19000101		
B2N	B2N - BNP	2024010000000017	20240111	512000	BNP			NS	20240111	KC DREZAC KC DREZAC KC DREZAC F2023	1296,00	D			19000101		
ODV	ODV - Opérations diverses	2024010000000052	20240111	411000	Clients	KCJALL	KC JALLES	B2N	20240111	KC JALLES KC JALLES KC JALLES F2023	1296,00	C	AAAA	20240111	19000101		
ODV	ODV - Opérations diverses	2024010000000052	20240111	511054	Virements reçus			B2N	20240111	KC JALLES KC JALLES KC JALLES F2023	1296,00	D	AACR	20240111	19000101		
ODV	ODV - Opérations diverses	2024010000000053	20240111	411000	Clients	KCDREZ	KC DREZAC	B2N	20240111	KC DREZAC KC DREZAC KC DREZAC F2023	1296,00	C	AAAA	20240111	19000101		
ODV	ODV - Opérations diverses	2024010000000053	20240111	511054	Virements reçus			B2N	20240111	KC DREZAC KC DREZAC KC DREZAC F2023	1296,00	D	AACS	20240111	19000101		
B2N	B2N - BNP	2024010000000018	20240112	512000	BNP			NS	20240112	INTERETS ET COMMISSIONS	38,75	C			19000101		
B2N	B2N - BNP	2024010000000018	20240112	627800	Prestations de services bancaires			NS	20240112	INTERETS ET COMMISSIONS	38,75	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000006	20240112	471009	Compte d'attente informatique			452513869	20240101	DETRUITE LE 12/01/2024 PAR CLT70USE	1,00	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000006	20240112	471009	Compte d'attente informatique			452513869	20240101	DETRUITE LE 12/01/2024 PAR CLT70USE	-1,00	D			19000101		
BNV	BNV - BNP VIREMENT	2024010000000007	20240112	401000	Fournisseurs	ABCLIV	ABC LIV.FR	452513869	20240101	FF ABC LIV.FR REEXPEDITION 1T2024	212,58	D	AAAY	20240112	19000101		
BNV	BNV - BNP VIREMENT	2024010000000007	20240112	511102	Viremets émis à débiter			452513869	20240101	FF ABC LIV.FR REEXPEDITION 1T2024	212,58	C	AAIY	20240117	19000101		
ACP	ACP - Achats par pièces	2024010000000008	20240115	401000	Fournisseurs	CMCIES	CM-CIC EPARGNE SALARIALE	0153486721	20240115	FF CM-CIC EPARGNE SALARIALE ANNEE 2	271,82	C	AAAF	20240417	19000101		
ACP	ACP - Achats par pièces	2024010000000008	20240115	445660	TVA déductible s/aut.biens et sces			0153486721	20240115	FF CM-CIC EPARGNE SALARIALE ANNEE 2	45,30	D	AABS	20240430	19000101		
ACP	ACP - Achats par pièces	2024010000000008	20240115	627800	Prestations de services bancaires			0153486721	20240115	FF CM-CIC EPARGNE SALARIALE ANNEE 2	226,52	D			19000101		
ACP	ACP - Achats par pièces	2024010000000009	20240115	401000	Fournisseurs	CIAMT0	CIAMT	2410274	20240115	FF CIAMT DECLARATION EFFECTIF ARC	428,40	C	AAAM	20240305	19000101		
ACP	ACP - Achats par pièces	2024010000000009	20240115	445660	TVA déductible s/aut.biens et sces			2410274	20240115	FF CIAMT DECLARATION EFFECTIF ARC	71,40	D	AABR	20240331	19000101		
ACP	ACP - Achats par pièces	2024010000000009	20240115	647500	Médecine du travail et pharmacie			2410274	20240115	FF CIAMT DECLARATION EFFECTIF ARC	357,00	D			19000101		
B2N	B2N - BNP	2024010000000019	20240116	511057	Prélèvements			NS	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	4676,00	D	AAKH	20240116	19000101		
B2N	B2N - BNP	2024010000000019	20240116	512000	BNP			NS	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	4676,00	C			19000101		
ODV	ODV - Opérations diverses	2024010000000046	20240116	431000	Sécurité sociale			B2N	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	4676,00	D	AABQ	20240116	19000101		
ODV	ODV - Opérations diverses	2024010000000046	20240116	511057	Prélèvements			B2N	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	4676,00	C	AAKH	20240116	19000101		
REG	REG - Ecart de lettrage	2024010000000002	20240116	431000	Sécurité sociale			B2N	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	0,43	D	AABQ	20240116	19000101		
REG	REG - Ecart de lettrage	2024010000000002	20240116	758000	Produits divers gestion courante			B2N	20240116	PRLV SEPA/URSSAF D ILE DE FRANC URS	0,43	C			19000101		
B2N	B2N - BNP	2024010000000020	20240117	511102	Viremets émis à débiter			NS	20240117	452513869 ARCH IN STUDIO ABC LIV.FR	212,58	D	AAIY	20240117	19000101		
B2N	B2N - BNP	2024010000000020	20240117	512000	BNP			NS	20240117	452513869 ARCH IN STUDIO ABC LIV.FR	212,58	C			19000101		
B2N	B2N - BNP	2024010000000021	20240118	511102	Viremets émis à débiter			NS	20240118	REMISE 0000001VIRTS REF 6 30 25 VIR	185,20	D	AAIZ	20240118	19000101		
B2N	B2N - BNP	2024010000000021	20240118	512000	BNP			NS	20240118	REMISE 0000001VIRTS REF 6 30 25 VIR	185,20	C			19000101		
ODV	ODV - Opérations diverses	2024010000000061	20240118	422000	Comité d'entreprise			B2N	20240118	CSE 4T2023	185,20	D	AAAM	20240118	19000101		
ODV	ODV - Opérations diverses	2024010000000061	20240118	511102	Viremets émis à débiter			B2N	20240118	CSE 4T2023	185,20	C	AAIZ	20240118	19000101		
B2N	B2N - BNP	2024010000000022	20240122	511057	Prélèvements			NS	20240122	PRLV SEPA/URSSAF D ILE DE FRANC URS	1587,00	D	AAKI	20240122	19000101		
B2N	B2N - BNP	2024010000000022	20240122	512000	BNP			NS	20240122	PRLV SEPA/URSSAF D ILE DE FRANC URS	1587,00	C			19000101		
ODV	ODV - Opérations diverses	2024010000000047	20240122	431000	Sécurité sociale			B2N	20240122	PRLV SEPA/URSSAF D ILE DE FRANC URS	1587,00	D			19000101		
ODV	ODV - Opérations diverses	2024010000000047	20240122	511057	Prélèvements			B2N	20240122	PRLV SEPA/URSSAF D ILE DE FRANC URS	1587,00	C	AAKI	20240122	19000101		
B2N	B2N - BNP	2024010000000023	20240123	511057	Prélèvements			NS	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	476,00	D	AAKM	20240123	19000101		
B2N	B2N - BNP	2024010000000023	20240123	512000	BNP			NS	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	476,00	C			19000101		
ODV	ODV - Opérations diverses	2024010000000051	20240123	442100	Etat - Prélèvement à la source			B2N	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	476,00	D	AABY	20240123	19000101		
ODV	ODV - Opérations diverses	2024010000000051	20240123	511057	Prélèvements			B2N	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	476,00	C	AAKM	20240123	19000101		
REG	REG - Ecart de lettrage	2024010000000001	20240123	442100	Etat - Prélèvement à la source			B2N	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	0,28	C	AABY	20240123	19000101		
REG	REG - Ecart de lettrage	2024010000000001	20240123	658000	Charges diverses gestion courante			B2N	20240123	PRLV SEPA/DGFIP IMPOT DGFIP IMPOT F	0,28	D			19000101		
B2N	B2N - BNP	2024010000000024	20240125	511057	Prélèvements			NS	20240125	PRLV SEPA/MALAKOFF HUMANIS MALAKOFF	1206,19	D	AAKL	20240125	19000101		
B2N	B2N - BNP	2024010000000024	20240125	512000	BNP			NS	20240125	PRLV SEPA/MALAKOFF HUMANIS MALAKOFF	1206,19	C			19000101		
ODV	ODV - Opérations diverses	2024010000000050	20240125	437200	Caisse de retraite			B2N	20240125	PRLV SEPA/MALAKOFF HUMANIS MALAKOFF	1206,19	D	AABV	20240125	19000101		
ODV	ODV - Opérations diverses	2024010000000050	20240125	511057	Prélèvements			B2N	20240125	PRLV SEPA/MALAKOFF HUMANIS MALAKOFF	1206,19	C	AAKL	20240125	19000101		
B2N	B2N - BNP	2024010000000025	20240126	511102	Viremets émis à débiter			NS	20240126	REMISE 0000003VIRTS REF 4032853 ARC	7657,03	D	AAIX	20240126	19000101		
B2N	B2N - BNP	2024010000000025	20240126	512000	BNP			NS	20240126	REMISE 0000003VIRTS REF 4032853 ARC	7657,03	C			19000101		
ODV	ODV - Opérations diverses	2024010000000045	20240126	421400	Personnel - Rémunérations dues			B2N	20240126	REMISE 0000003VIRTS REF 4032853 ARC	7657,03	D	AACE	20240131	19000101		
ODV	ODV - Opérations diverses	2024010000000045	20240126	511102	Viremets émis à débiter			B2N	20240126	REMISE 0000003VIRTS REF 4032853 ARC	7657,03	C	AAIX	20240126	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000011	20240126	418100	Clients - factures à établir			NS	20240126	FAE EVOLIZ 01/2024	17856,00	D	AAAE	20240701	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000011	20240126	445870	TVA sur factures à établir			NS	20240126	TVA SUR FAE 01/2024	2976,00	C	AAAI	20240601	19000101		
SI2	SI2 - Situation trimestrielle	2024010000000011	20240126	706000	Prestations de services			FAE 01/24	20240126	FRANCHISES KC 01/2024	14880,00	C			19000101		
B2N	B2N - BNP	2024010000000026	20240129	511057	Prélèvements			NS	20240129	PRLV SEPA/HELIUM HELIUM FR92ZZZ5676	386,10	D	AAKK	20240129	19000101		
B2N	B2N - BNP	2024010000000026	20240129	512000	BNP			NS	20240129	PRLV SEPA/HELIUM HELIUM FR92ZZZ5676	386,10	C			19000101		
